,date,id_coord,plume,lat,lon,city,country_co,country,company,sector,Concentrat,Max Plume,plume_comp,Emission,Duration,Total,CO2eq,Credit,Status,Contact,Site,geometry,datetime
191,20230227,id_2542,yes,35.538,112.524,Fengcheng,CN,China,TitanOil & Gas Ltd.,Landfills,,,,41.0,162.0,6.64,185.92,18592000.0,Closed,esg.authority@china.gouv.cn,2542,POINT (112.524 35.538),2023-02-27 00:00:00
192,20230228,id_6551,yes,21.19,72.79666666666667,Surat,IN,India,PowerCorp Energy Group,Hydraulic Fracturing (Fracking),,,,37.0,79.0,2.92,81.76,8176000.0,To Be Verified,env.regulator@india.gouv.in,6551,POINT (72.79666666666667 21.19),2023-02-28 00:00:00
193,20230114,id_3534,yes,-26.63,29.0225,eMbalenhle,ZA,South Africa,ApexMining Corporation,Coal Seam Fires,,,,60.0,200.0,12.0,336.0,33600000.0,Closed,sustain.dept@southafrica.gouv.za,3534,POINT (29.0225 -26.63),2023-01-14 00:00:00
194,20230218,id_8446,yes,22.930625,72.536875,Sarkhej,IN,India,TerraCoal Mining Co.,Livestock and Agriculture,,,,44.0,264.0,11.62,325.36,32536000.0,Ongoing,sustain.dept@india.gouv.in,8446,POINT (72.536875 22.930625),2023-02-18 00:00:00
195,20230329,id_8773,yes,51.85,75.446,Ekibastuz,KZ,Kazakhstan,CoalRidge Exploration,Hydraulic Fracturing (Fracking),,,,41.0,18.0,0.74,20.72,2072000.0,To Be Verified,env.regulator@kazakhstan.gouv.kz,8773,POINT (75.446 51.85),2023-03-29 00:00:00
196,20230206,id_0471,yes,31.38,-103.41,Pecos,US,United States,ApexMining Corporation,Coal Seam Fires,,,,56.0,69.0,3.86,108.08,10808000.0,Closed,esg.authority@unitedstates.gouv.us,0471,POINT (-103.41 31.38),2023-02-06 00:00:00
197,20230329,id_0887,yes,38.475,54.25,Gumdag,TM,Turkmenistan,TitanOil & Gas Ltd.,Landfills,,,,35.0,36.0,1.26,35.28,3528000.0,Ongoing,green.regulator@turkmenistan.gouv.tm,0887,POINT (54.25 38.475),2023-03-29 00:00:00
198,20230107,id_7026,yes,33.835,113.45,Ziyun,CN,China,SilverRock Mining Group,Landfills,,,,19.0,152.0,2.89,80.92,8092000.0,Ongoing,sustainability.board@china.gouv.cn,7026,POINT (113.45 33.835),2023-01-07 00:00:00
199,20230207,id_8446,yes,22.930625,72.536875,Sarkhej,IN,India,PowerCorp Energy Group,Hydraulic Fracturing (Fracking),,,,13.0,430.0,5.59,156.52,15652000.0,Ongoing,sustain.dept@india.gouv.in,8446,POINT (72.536875 22.930625),2023-02-07 00:00:00
200,20230323,id_6426,yes,23.65,86.5575,Lakhyabad,IN,India,PetroTech Industries,Coal Seam Fires,,,,70.0,40.0,2.8,78.4,7840000.0,To Be Verified,sustain.agency@india.gouv.in,6426,POINT (86.5575 23.65),2023-03-23 00:00:00
201,20230125,id_7566,yes,23.802,90.261,Azimpur,BD,Bangladesh,PowerCorp Energy Group,Hydraulic Fracturing (Fracking),,,,56.0,230.0,12.88,360.64,36064000.0,To Be Verified,climate.division@bangladesh.gouv.bd,7566,POINT (90.261 23.802),2023-01-25 00:00:00
202,20230204,id_8970,yes,31.4,-103.415,Pecos,US,United States,NovaGold Resources,Coal Seam Fires,,,,65.0,94.0,6.11,171.08,17108000.0,Closed,sust.compliance@unitedstates.gouv.us,8970,POINT (-103.415 31.4),2023-02-04 00:00:00
203,20230313,id_6245,yes,23.55,90.745,Narayanganj,BD,Bangladesh,GoldPeak Minerals,Coal Seam Fires,,,,43.0,47.0,2.02,56.56,5656000.0,Closed,esg.office@bangladesh.gouv.bd,6245,POINT (90.745 23.55),2023-03-13 00:00:00
204,20230101,id_4928,yes,38.63363636363636,54.23636363636364,Gumdag,TM,Turkmenistan,MineralCore Corporation,Natural Gas Distribution,,,,25.0,67.0,1.68,47.04,4704000.0,Ongoing,csr.division@turkmenistan.gouv.tm,4928,POINT (54.23636363636364 38.63363636363636),2023-01-01 00:00:00
205,20230211,id_2274,yes,28.51,77.44239999999999,Greater Noida,IN,India,EnergyLink Holdings,Coal Seam Fires,,,,32.0,65.0,2.08,58.24,5824000.0,Closed,csr.division@india.gouv.in,2274,POINT (77.44239999999999 28.51),2023-02-11 00:00:00
206,20230312,id_6148,yes,23.4375,90.645,Narayanganj,BD,Bangladesh,PetroTech Industries,Coal Seam Fires,,,,59.0,45.0,2.66,74.48,7448000.0,To Be Verified,esg.authority@bangladesh.gouv.bd,6148,POINT (90.645 23.4375),2023-03-12 00:00:00
207,20230124,id_5726,yes,23.60333333333333,86.50999999999999,Bhojudih,IN,India,EnergyLink Holdings,Coal Seam Fires,,,,18.0,223.0,4.01,112.28,11228000.0,Closed,esg.office@india.gouv.in,5726,POINT (86.50999999999999 23.60333333333333),2023-01-24 00:00:00
208,20230103,id_7026,yes,33.835,113.45,Ziyun,CN,China,NovaGold Resources,Coal Seam Fires,,,,27.0,120.0,3.24,90.72,9072000.0,To Be Verified,esg.authority@china.gouv.cn,7026,POINT (113.45 33.835),2023-01-03 00:00:00
209,20230406,id_2274,yes,28.51,77.44239999999999,Greater Noida,IN,India,ApexMining Corporation,Coal Seam Fires,,,,43.0,249.0,10.71,299.88,29988000.0,To Be Verified,sustain.agency@india.gouv.in,2274,POINT (77.44239999999999 28.51),2023-04-06 00:00:00
210,20230226,id_2274,yes,28.51,77.44239999999999,Greater Noida,IN,India,PowerCorp Energy Group,Hydraulic Fracturing (Fracking),,,,77.0,149.0,11.47,321.16,32116000.0,Ongoing,eco.gov@india.gouv.in,2274,POINT (77.44239999999999 28.51),2023-02-26 00:00:00
211,20230315,id_3485,yes,53.7,91.05,Chernogorsk,RU,Russian Federation,EnergyLink Holdings,Coal Seam Fires,,,,51.0,202.0,10.3,288.4,28840000.0,To Be Verified,green.dept@russianfederation.gouv.ru,3485,POINT (91.05 53.7),2023-03-15 00:00:00
212,20230117,id_2274,yes,28.51,77.44239999999999,Greater Noida,IN,India,GoldPeak Minerals,Coal Seam Fires,,,,26.0,58.0,1.51,42.28,4228000.0,Closed,csr.commission@india.gouv.in,2274,POINT (77.44239999999999 28.51),2023-01-17 00:00:00
213,20230116,id_7820,yes,17.475,78.58,Secunderabad,IN,India,IronGiant Mining Ltd.,Coal Seam Fires,,,,18.0,258.0,4.64,129.92,12992000.0,Closed,env.sust.office@india.gouv.in,7820,POINT (78.58 17.475),2023-01-16 00:00:00
214,20230219,id_9907,yes,-34.55125,-58.58625,Caseros,AR,Argentina,NovaGold Resources,Coal Seam Fires,,,,39.0,72.0,2.81,78.68,7868000.0,Closed,green.regulator@argentina.gouv.ar,9907,POINT (-58.58625 -34.55125),2023-02-19 00:00:00
215,20230119,id_9715,yes,19.12400000000001,72.886,Powai,IN,India,StarDrill Energy Inc.,Wastewater Treatment,,,,36.0,376.0,13.54,379.12,37912000.0,Closed,esg.authority@india.gouv.in,9715,POINT (72.886 19.12400000000001),2023-01-19 00:00:00
216,20230208,id_9912,no,36.33946452629434,127.17663618722224,Gongju,KR,"Korea, Republic of",BlueSky Oil & Gas,Oil and Gas Production,,,,0.0,0.0,0.0,0.0,0.0,Closed,"esg.office@korea,republicof.gouv.kr",9912,POINT (127.17663618722224 36.33946452629434),2023-02-08 00:00:00
217,20230129,id_3130,no,37.67433590466184,-8.107373957519918,Castro Verde,PT,Portugal,EnergyLink Holdings,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,To Be Verified,csr.commission@portugal.gouv.pt,3130,POINT (-8.107373957519918 37.67433590466184),2023-01-29 00:00:00
218,20230405,id_6912,no,31.72126854731165,54.21393370014327,Taft,IR,"Iran, Islamic Republic of",DiamondQuest Resources,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,"climate.regulator@iran,islamicrepublicof.gouv.ir",6912,POINT (54.21393370014327 31.72126854731165),2023-04-05 00:00:00
219,20230127,id_4690,no,35.950275250953894,40.26765247205837,Ash Shaddadah,SY,Syrian Arab Republic,CrystalPeak Oil & Gas,Landfills,,,,0.0,0.0,0.0,0.0,0.0,Closed,sustain.agency@syrianarabrepublic.gouv.sy,4690,POINT (40.26765247205837 35.950275250953894),2023-01-27 00:00:00
220,20230404,id_5045,no,31.92560596618789,35.398711340560354,An Nuway`imah,PS,"Palestine, State of",GlobalEnergy Resources,Coal Mining,,,,0.0,0.0,0.0,0.0,0.0,Closed,"sust.compliance@palestine,stateof.gouv.ps",5045,POINT (35.398711340560354 31.92560596618789),2023-04-04 00:00:00
221,20230126,id_5654,no,35.44098753087148,41.28402600913846,Markadah,SY,Syrian Arab Republic,ApexMining Corporation,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,climate.agency@syrianarabrepublic.gouv.sy,5654,POINT (41.28402600913846 35.44098753087148),2023-01-26 00:00:00
222,20230111,id_5654,no,35.44098753087148,41.28402600913846,Markadah,SY,Syrian Arab Republic,SilverRock Mining Group,Landfills,,,,0.0,0.0,0.0,0.0,0.0,To Be Verified,sustain.agency@syrianarabrepublic.gouv.sy,5654,POINT (41.28402600913846 35.44098753087148),2023-01-11 00:00:00
223,20230122,id_4574,no,36.5965196224425,38.32140523312823,Sirrin ash Shamaliyah,SY,Syrian Arab Republic,CrystalPeak Oil & Gas,Landfills,,,,0.0,0.0,0.0,0.0,0.0,To Be Verified,green.officer@syrianarabrepublic.gouv.sy,4574,POINT (38.32140523312823 36.5965196224425),2023-01-22 00:00:00
224,20230220,id_5654,no,35.44098753087148,41.28402600913846,Markadah,SY,Syrian Arab Republic,GoldPeak Minerals,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,eco.authority@syrianarabrepublic.gouv.sy,5654,POINT (41.28402600913846 35.44098753087148),2023-02-20 00:00:00
225,20230404,id_4574,no,36.5965196224425,38.32140523312823,Sirrin ash Shamaliyah,SY,Syrian Arab Republic,EnergyLink Holdings,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Closed,green.regulator@syrianarabrepublic.gouv.sy,4574,POINT (38.32140523312823 36.5965196224425),2023-04-04 00:00:00
226,20230224,id_4574,no,36.5965196224425,38.32140523312823,Sirrin ash Shamaliyah,SY,Syrian Arab Republic,SilverRock Mining Group,Landfills,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,climate.agency@syrianarabrepublic.gouv.sy,4574,POINT (38.32140523312823 36.5965196224425),2023-02-24 00:00:00
227,20230117,id_2708,no,-47.48244370588013,-66.65117713550318,Puerto Deseado,AR,Argentina,MegaFuel Ltd.,Wastewater Treatment,,,,0.0,0.0,0.0,0.0,0.0,Closed,sustainability.board@argentina.gouv.ar,2708,POINT (-66.65117713550318 -47.48244370588013),2023-01-17 00:00:00
228,20230404,id_7690,no,68.57011286291524,25.563059043798383,Karasjohka,NO,Norway,StarDrill Energy Inc.,Wastewater Treatment,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,eco.authority@norway.gouv.no,7690,POINT (25.563059043798383 68.57011286291524),2023-04-04 00:00:00
229,20230210,id_7965,no,42.6641082540682,26.668792286864857,Straldzha,BG,Bulgaria,SilverRock Mining Group,Landfills,,,,0.0,0.0,0.0,0.0,0.0,To Be Verified,green.dept@bulgaria.gouv.bg,7965,POINT (26.668792286864857 42.6641082540682),2023-02-10 00:00:00
230,20230306,id_3712,no,46.06129621421033,21.017896888453617,Secusigiu,RO,Romania,BlackDiamond Mining,Livestock and Agriculture,,,,0.0,0.0,0.0,0.0,0.0,Closed,csr.division@romania.gouv.ro,3712,POINT (21.017896888453617 46.06129621421033),2023-03-06 00:00:00
231,20230225,id_1503,no,36.46280727449629,128.74837070040493,Andong,KR,"Korea, Republic of",MineralCore Corporation,Natural Gas Distribution,,,,0.0,0.0,0.0,0.0,0.0,To Be Verified,"esg.authority@korea,republicof.gouv.kr",1503,POINT (128.74837070040493 36.46280727449629),2023-02-25 00:00:00
232,20230302,id_0972,no,49.83645283891202,21.38353185501972,Brzyska,PL,Poland,ApexMining Corporation,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,To Be Verified,climate.regulator@poland.gouv.pl,0972,POINT (21.38353185501972 49.83645283891202),2023-03-02 00:00:00
233,20230219,id_5510,no,32.7138538991573,44.60939823147924,Al Mahawil,IQ,Iraq,StarDrill Energy Inc.,Wastewater Treatment,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,esg.office@iraq.gouv.iq,5510,POINT (44.60939823147924 32.7138538991573),2023-02-19 00:00:00
234,20230327,id_0716,no,35.59942853033113,127.66461722296442,Changsu,KR,"Korea, Republic of",TerraCoal Mining Co.,Livestock and Agriculture,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,"sustain.agency@korea,republicof.gouv.kr",0716,POINT (127.66461722296442 35.59942853033113),2023-03-27 00:00:00
235,20230228,id_0716,no,35.59942853033113,127.66461722296442,Changsu,KR,"Korea, Republic of",BlackDiamond Mining,Livestock and Agriculture,,,,0.0,0.0,0.0,0.0,0.0,Closed,"eco.gov@korea,republicof.gouv.kr",0716,POINT (127.66461722296442 35.59942853033113),2023-02-28 00:00:00
236,20230206,id_3773,no,33.990811856834604,39.64186600870411,Ar Rutbah,IQ,Iraq,IronGiant Mining Ltd.,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Closed,green.dept@iraq.gouv.iq,3773,POINT (39.64186600870411 33.990811856834604),2023-02-06 00:00:00
237,20230405,id_4690,no,35.950275250953894,40.26765247205837,Ash Shaddadah,SY,Syrian Arab Republic,CoalRidge Exploration,Hydraulic Fracturing (Fracking),,,,0.0,0.0,0.0,0.0,0.0,To Be Verified,esg.office@syrianarabrepublic.gouv.sy,4690,POINT (40.26765247205837 35.950275250953894),2023-04-05 00:00:00
238,20230103,id_2384,no,36.1369599093372,37.20390809466999,Aleppo,SY,Syrian Arab Republic,PetroPrime Exploration,Livestock and Agriculture,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,climate.division@syrianarabrepublic.gouv.sy,2384,POINT (37.20390809466999 36.1369599093372),2023-01-03 00:00:00
239,20230224,id_5654,no,35.44098753087148,41.28402600913846,Markadah,SY,Syrian Arab Republic,IronGiant Mining Ltd.,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,eco.authority@syrianarabrepublic.gouv.sy,5654,POINT (41.28402600913846 35.44098753087148),2023-02-24 00:00:00
240,20230331,id_1503,no,36.46280727449629,128.74837070040493,Andong,KR,"Korea, Republic of",GlobalEnergy Resources,Coal Mining,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,"env.sust.office@korea,republicof.gouv.kr",1503,POINT (128.74837070040493 36.46280727449629),2023-03-31 00:00:00
241,20230213,id_5654,no,35.44098753087148,41.28402600913846,Markadah,SY,Syrian Arab Republic,BlackDiamond Mining,Livestock and Agriculture,,,,0.0,0.0,0.0,0.0,0.0,To Be Verified,sust.compliance@syrianarabrepublic.gouv.sy,5654,POINT (41.28402600913846 35.44098753087148),2023-02-13 00:00:00
242,20230319,id_0972,no,49.83645283891202,21.38353185501972,Brzyska,PL,Poland,BlackDiamond Mining,Livestock and Agriculture,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,env.regulator@poland.gouv.pl,0972,POINT (21.38353185501972 49.83645283891202),2023-03-19 00:00:00
243,20230402,id_2708,no,-47.48244370588013,-66.65117713550318,Puerto Deseado,AR,Argentina,PetroTech Industries,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Closed,climate.regulator@argentina.gouv.ar,2708,POINT (-66.65117713550318 -47.48244370588013),2023-04-02 00:00:00
244,20230111,id_4574,no,36.5965196224425,38.32140523312823,Sirrin ash Shamaliyah,SY,Syrian Arab Republic,PetroTech Industries,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,climate.agency@syrianarabrepublic.gouv.sy,4574,POINT (38.32140523312823 36.5965196224425),2023-01-11 00:00:00
245,20230126,id_4574,no,36.5965196224425,38.32140523312823,Sirrin ash Shamaliyah,SY,Syrian Arab Republic,PetroTech Industries,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Closed,sustain.dept@syrianarabrepublic.gouv.sy,4574,POINT (38.32140523312823 36.5965196224425),2023-01-26 00:00:00
246,20230123,id_4690,no,35.950275250953894,40.26765247205837,Ash Shaddadah,SY,Syrian Arab Republic,CrystalPeak Oil & Gas,Landfills,,,,0.0,0.0,0.0,0.0,0.0,Closed,green.dept@syrianarabrepublic.gouv.sy,4690,POINT (40.26765247205837 35.950275250953894),2023-01-23 00:00:00
247,20230330,id_6809,no,43.70969645296002,58.64321547488672,Muynoq,UZ,Uzbekistan,PetroTech Industries,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Closed,sustainability.board@uzbekistan.gouv.uz,6809,POINT (58.64321547488672 43.70969645296002),2023-03-30 00:00:00
248,20230304,id_6707,no,29.63195068895669,35.95237853632395,Ma'an,JO,Jordan,IronGiant Mining Ltd.,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,green.officer@jordan.gouv.jo,6707,POINT (35.95237853632395 29.63195068895669),2023-03-04 00:00:00
249,20230119,id_4574,no,36.5965196224425,38.32140523312823,Sirrin ash Shamaliyah,SY,Syrian Arab Republic,PowerCorp Energy Group,Hydraulic Fracturing (Fracking),,,,0.0,0.0,0.0,0.0,0.0,Closed,green.regulator@syrianarabrepublic.gouv.sy,4574,POINT (38.32140523312823 36.5965196224425),2023-01-19 00:00:00
250,20230220,id_6762,no,-16.43811014246326,-59.83069949097241,Concepcion,BO,"Bolivia, Plurinational State of",PetroPrime Exploration,Livestock and Agriculture,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,"climate.regulator@bolivia,plurinationalstateof.gouv.bo",6762,POINT (-59.83069949097241 -16.43811014246326),2023-02-20 00:00:00
251,20230102,id_5654,no,35.44098753087148,41.28402600913846,Markadah,SY,Syrian Arab Republic,PetroTech Industries,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,sust.compliance@syrianarabrepublic.gouv.sy,5654,POINT (41.28402600913846 35.44098753087148),2023-01-02 00:00:00
252,20230120,id_5510,no,32.7138538991573,44.60939823147924,Al Mahawil,IQ,Iraq,BlueSky Oil & Gas,Oil and Gas Production,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,eco.authority@iraq.gouv.iq,5510,POINT (44.60939823147924 32.7138538991573),2023-01-20 00:00:00
253,20230202,id_2708,no,-47.48244370588013,-66.65117713550318,Puerto Deseado,AR,Argentina,SilverRock Mining Group,Landfills,,,,0.0,0.0,0.0,0.0,0.0,Closed,green.officer@argentina.gouv.ar,2708,POINT (-66.65117713550318 -47.48244370588013),2023-02-02 00:00:00
254,20230117,id_5510,no,32.7138538991573,44.60939823147924,Al Mahawil,IQ,Iraq,ApexMining Corporation,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,sustain.agency@iraq.gouv.iq,5510,POINT (44.60939823147924 32.7138538991573),2023-01-17 00:00:00
255,20230403,id_6707,no,29.63195068895669,35.95237853632395,Ma'an,JO,Jordan,BlueSky Oil & Gas,Oil and Gas Production,,,,0.0,0.0,0.0,0.0,0.0,Closed,env.sust.office@jordan.gouv.jo,6707,POINT (35.95237853632395 29.63195068895669),2023-04-03 00:00:00
256,20230123,id_2384,no,36.1369599093372,37.20390809466999,Aleppo,SY,Syrian Arab Republic,PowerCorp Energy Group,Hydraulic Fracturing (Fracking),,,,0.0,0.0,0.0,0.0,0.0,To Be Verified,env.sust.office@syrianarabrepublic.gouv.sy,2384,POINT (37.20390809466999 36.1369599093372),2023-01-23 00:00:00
257,20230329,id_5510,no,32.7138538991573,44.60939823147924,Al Mahawil,IQ,Iraq,TerraCoal Mining Co.,Livestock and Agriculture,,,,0.0,0.0,0.0,0.0,0.0,Closed,green.dept@iraq.gouv.iq,5510,POINT (44.60939823147924 32.7138538991573),2023-03-29 00:00:00
258,20230329,id_0859,no,56.1253970444469,81.72344919017297,Bakchar,RU,Russian Federation,PetroTech Industries,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,csr.commission@russianfederation.gouv.ru,0859,POINT (81.72344919017297 56.1253970444469),2023-03-29 00:00:00
259,20230119,id_5045,no,31.92560596618789,35.398711340560354,An Nuway`imah,PS,"Palestine, State of",PowerCorp Energy Group,Hydraulic Fracturing (Fracking),,,,0.0,0.0,0.0,0.0,0.0,Closed,"sust.compliance@palestine,stateof.gouv.ps",5045,POINT (35.398711340560354 31.92560596618789),2023-01-19 00:00:00
260,20230330,id_5929,no,46.00015382356453,27.30246239181501,Buciumeni,RO,Romania,SilverRock Mining Group,Landfills,,,,0.0,0.0,0.0,0.0,0.0,Closed,csr.division@romania.gouv.ro,5929,POINT (27.30246239181501 46.00015382356453),2023-03-30 00:00:00
261,20230329,id_3773,no,33.990811856834604,39.64186600870411,Ar Rutbah,IQ,Iraq,DiamondQuest Resources,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,To Be Verified,sust.compliance@iraq.gouv.iq,3773,POINT (39.64186600870411 33.990811856834604),2023-03-29 00:00:00
262,20230403,id_6658,no,30.96561893365617,34.5412825135459,Midreshet Ben-Gurion,IL,Israel,PetroPrime Exploration,Livestock and Agriculture,,,,0.0,0.0,0.0,0.0,0.0,Closed,climate.regulator@israel.gouv.il,6658,POINT (34.5412825135459 30.96561893365617),2023-04-03 00:00:00
263,20230128,id_2708,no,-47.48244370588013,-66.65117713550318,Puerto Deseado,AR,Argentina,PowerCorp Energy Group,Hydraulic Fracturing (Fracking),,,,0.0,0.0,0.0,0.0,0.0,Closed,green.dept@argentina.gouv.ar,2708,POINT (-66.65117713550318 -47.48244370588013),2023-01-28 00:00:00
264,20230228,id_5654,no,35.44098753087148,41.28402600913846,Markadah,SY,Syrian Arab Republic,TerraCoal Mining Co.,Livestock and Agriculture,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,eco.authority@syrianarabrepublic.gouv.sy,5654,POINT (41.28402600913846 35.44098753087148),2023-02-28 00:00:00
265,20230402,id_3773,no,33.990811856834604,39.64186600870411,Ar Rutbah,IQ,Iraq,PetroTech Industries,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Closed,green.regulator@iraq.gouv.iq,3773,POINT (39.64186600870411 33.990811856834604),2023-04-02 00:00:00
266,20230402,id_5510,no,32.7138538991573,44.60939823147924,Al Mahawil,IQ,Iraq,DiamondQuest Resources,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Closed,esg.compliance@iraq.gouv.iq,5510,POINT (44.60939823147924 32.7138538991573),2023-04-02 00:00:00
267,20230127,id_2384,no,36.1369599093372,37.20390809466999,Aleppo,SY,Syrian Arab Republic,PowerCorp Energy Group,Hydraulic Fracturing (Fracking),,,,0.0,0.0,0.0,0.0,0.0,Ongoing,csr.commission@syrianarabrepublic.gouv.sy,2384,POINT (37.20390809466999 36.1369599093372),2023-01-27 00:00:00
268,20230215,id_0859,no,56.1253970444469,81.72344919017297,Bakchar,RU,Russian Federation,EnergyLink Holdings,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,To Be Verified,climate.division@russianfederation.gouv.ru,0859,POINT (81.72344919017297 56.1253970444469),2023-02-15 00:00:00
269,20230121,id_6707,no,29.63195068895669,35.95237853632395,Ma'an,JO,Jordan,GoldPeak Minerals,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Closed,climate.regulator@jordan.gouv.jo,6707,POINT (35.95237853632395 29.63195068895669),2023-01-21 00:00:00
270,20230304,id_6658,no,30.96561893365617,34.5412825135459,Midreshet Ben-Gurion,IL,Israel,MineralCore Corporation,Natural Gas Distribution,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,climate.regulator@israel.gouv.il,6658,POINT (34.5412825135459 30.96561893365617),2023-03-04 00:00:00
271,20230210,id_6707,no,29.63195068895669,35.95237853632395,Ma'an,JO,Jordan,MegaFuel Ltd.,Wastewater Treatment,,,,0.0,0.0,0.0,0.0,0.0,To Be Verified,esg.compliance@jordan.gouv.jo,6707,POINT (35.95237853632395 29.63195068895669),2023-02-10 00:00:00
272,20230124,id_5510,no,32.7138538991573,44.60939823147924,Al Mahawil,IQ,Iraq,BlueSky Oil & Gas,Oil and Gas Production,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,green.officer@iraq.gouv.iq,5510,POINT (44.60939823147924 32.7138538991573),2023-01-24 00:00:00
273,20230301,id_5315,no,57.66368037044235,27.116857130142645,Voru,EE,Estonia,IronGiant Mining Ltd.,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,climate.agency@estonia.gouv.ee,5315,POINT (27.116857130142645 57.66368037044235),2023-03-01 00:00:00
274,20230107,id_3712,no,46.06129621421033,21.017896888453617,Secusigiu,RO,Romania,MegaFuel Ltd.,Wastewater Treatment,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,green.regulator@romania.gouv.ro,3712,POINT (21.017896888453617 46.06129621421033),2023-01-07 00:00:00
275,20230102,id_4574,no,36.5965196224425,38.32140523312823,Sirrin ash Shamaliyah,SY,Syrian Arab Republic,CrystalPeak Oil & Gas,Landfills,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,env.sust.office@syrianarabrepublic.gouv.sy,4574,POINT (38.32140523312823 36.5965196224425),2023-01-02 00:00:00
276,20230118,id_4690,no,35.950275250953894,40.26765247205837,Ash Shaddadah,SY,Syrian Arab Republic,TitanOil & Gas Ltd.,Landfills,,,,0.0,0.0,0.0,0.0,0.0,To Be Verified,climate.division@syrianarabrepublic.gouv.sy,4690,POINT (40.26765247205837 35.950275250953894),2023-01-18 00:00:00
277,20230113,id_5510,no,32.7138538991573,44.60939823147924,Al Mahawil,IQ,Iraq,IronGiant Mining Ltd.,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,To Be Verified,eco.authority@iraq.gouv.iq,5510,POINT (44.60939823147924 32.7138538991573),2023-01-13 00:00:00
278,20230327,id_9912,no,36.33946452629434,127.17663618722224,Gongju,KR,"Korea, Republic of",MegaFuel Ltd.,Wastewater Treatment,,,,0.0,0.0,0.0,0.0,0.0,Closed,"sustain.agency@korea,republicof.gouv.kr",9912,POINT (127.17663618722224 36.33946452629434),2023-03-27 00:00:00
279,20230209,id_2384,no,36.1369599093372,37.20390809466999,Aleppo,SY,Syrian Arab Republic,MineralCore Corporation,Natural Gas Distribution,,,,0.0,0.0,0.0,0.0,0.0,To Be Verified,sustain.dept@syrianarabrepublic.gouv.sy,2384,POINT (37.20390809466999 36.1369599093372),2023-02-09 00:00:00
280,20230123,id_5510,no,32.7138538991573,44.60939823147924,Al Mahawil,IQ,Iraq,NovaGold Resources,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,esg.compliance@iraq.gouv.iq,5510,POINT (44.60939823147924 32.7138538991573),2023-01-23 00:00:00
281,20230201,id_2708,no,-47.48244370588013,-66.65117713550318,Puerto Deseado,AR,Argentina,EnergyLink Holdings,Coal Seam Fires,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,green.regulator@argentina.gouv.ar,2708,POINT (-66.65117713550318 -47.48244370588013),2023-02-01 00:00:00
282,20230105,id_4574,no,36.5965196224425,38.32140523312823,Sirrin ash Shamaliyah,SY,Syrian Arab Republic,BlueSky Oil & Gas,Oil and Gas Production,,,,0.0,0.0,0.0,0.0,0.0,Ongoing,climate.division@syrianarabrepublic.gouv.sy,4574,POINT (38.32140523312823 36.5965196224425),2023-01-05 00:00:00
